,Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,Size_ml,Price_per_ml,Popularity_Score,Usage_Encoded,Segment,Combined_Features
1597,Divine Bronzer,Colourpop,Foundation,Daily,136.32,3.3,6857,250Ml,Normal,Unisex,Bottle,Vitamin C,False,Usa,250.0,0.54528,29.149464738975457,0,1,Foundation Vitamin C Normal Bottle
1598,Super Powder,Kvd Beauty,Eyeliner,Daily,65.63,1.4,7086,250Ml,Sensitive,Female,Compact,Vitamin C,True,Japan,250.0,0.26252,12.412424358334357,0,2,Eyeliner Vitamin C Sensitive Compact
1599,Super Powder,Drunk Elephant,Makeup Remover,Monthly,11.0,1.2,9548,30Ml,Oily,Male,Bottle,Salicylic Acid,True,Usa,30.0,0.36666666666666664,10.997030059140243,1,2,Makeup Remover Salicylic Acid Oily Bottle
1600,Magic Foundation,Shiseido,Makeup Remover,Occasional,88.35,1.6,2166,50Ml,Sensitive,Female,Tube,Shea Butter,True,South Korea,50.0,1.767,12.289758402458176,2,1,Makeup Remover Shea Butter Sensitive Tube
1601,Divine Serum,Juvia’S Place,Contour,Monthly,36.57,5.0,1659,200Ml,Normal,Unisex,Stick,Glycerin,True,Japan,200.0,0.18285,37.07286440675294,1,0,Contour Glycerin Normal Stick
1602,Ultra Serum,Patrick Ta,Cleanser,Weekly,93.39,1.3,1645,250Ml,Combination,Unisex,Stick,Aloe Vera,False,Japan,250.0,0.37356,9.62793439560812,3,1,Cleanser Aloe Vera Combination Stick
1603,Perfect Cleanser,Fenty Beauty,Serum,Daily,92.56,3.1,7926,100Ml,Oily,Unisex,Bottle,Salicylic Acid,True,Italy,100.0,0.9256,27.831892791795184,0,3,Serum Salicylic Acid Oily Bottle
1604,Magic Blush,Pat Mcgrath Labs,Face Mask,Daily,45.56,2.0,7374,250Ml,Dry,Male,Spray,Vitamin C,True,Usa,250.0,0.18224,17.811702362416042,0,2,Face Mask Vitamin C Dry Spray
1605,Ultra Mascara,Pat Mcgrath Labs,Cleanser,Weekly,16.47,2.5,1947,30Ml,Sensitive,Female,Stick,Hyaluronic Acid,False,Germany,30.0,0.5489999999999999,18.936396210506203,3,2,Cleanser Hyaluronic Acid Sensitive Stick
1606,Divine Serum,Too Faced,Serum,Monthly,50.41,3.5,4983,150Ml,Combination,Male,Bottle,Salicylic Acid,False,Australia,150.0,0.3360666666666666,29.79895821163551,1,0,Serum Salicylic Acid Combination Bottle
1607,Super Lip Liner,Tatcha,Highlighter,Daily,127.45,3.7,8702,50Ml,Normal,Female,Tube,Aloe Vera,True,Japan,50.0,2.549,33.564265369321205,0,3,Highlighter Aloe Vera Normal Tube
1608,Ultra Eyeliner,Anastasia Beverly Hills,Exfoliator,Monthly,123.94,1.4,466,150Ml,Dry,Female,Compact,Retinol,True,Italy,150.0,0.8262666666666667,8.604860960736456,1,1,Exfoliator Retinol Dry Compact
1609,Divine Contour,Tatcha,Face Mask,Daily,99.23,3.5,8307,200Ml,Dry,Female,Jar,Salicylic Acid,True,Australia,200.0,0.49615000000000004,31.58740964748601,0,3,Face Mask Salicylic Acid Dry Jar
1610,Magic Blush,Bite Beauty,Moisturizer,Daily,43.88,3.6,239,100Ml,Normal,Male,Compact,Aloe Vera,True,South Korea,100.0,0.4388,19.730300124031167,0,0,Moisturizer Aloe Vera Normal Compact
1611,Divine Face Oil,Anastasia Beverly Hills,Mascara,Monthly,69.08,1.8,4352,50Ml,Combination,Unisex,Tube,Shea Butter,True,South Korea,50.0,1.3816,15.081516974794136,1,2,Mascara Shea Butter Combination Tube
1612,Ultra Highlighter,Bobby Brown,Setting Spray,Weekly,116.1,2.8,1633,150Ml,Normal,Unisex,Spray,Salicylic Acid,False,Australia,150.0,0.7739999999999999,20.716601571175854,3,1,Setting Spray Salicylic Acid Normal Spray
1613,Magic Serum,Kiehl’S,Highlighter,Monthly,126.6,1.7,9690,50Ml,Normal,Unisex,Tube,Vitamin C,True,Germany,50.0,2.532,15.604219927848735,1,1,Highlighter Vitamin C Normal Tube
1614,Divine Serum,Danessa Myricks,Face Mask,Weekly,106.04,1.8,5068,200Ml,Oily,Male,Stick,Shea Butter,True,France,200.0,0.5302,15.35561790925023,3,1,Face Mask Shea Butter Oily Stick
1615,Super Bronzer,Kvd Beauty,Serum,Monthly,11.04,4.2,4006,200Ml,Combination,Unisex,Tube,Aloe Vera,True,Germany,200.0,0.0552,34.842352064671815,1,0,Serum Aloe Vera Combination Tube
1616,Magic Bronzer,Pat Mcgrath Labs,Moisturizer,Monthly,41.14,2.5,2134,200Ml,Normal,Female,Spray,Retinol,True,Italy,200.0,0.2057,19.165554814156813,1,2,Moisturizer Retinol Normal Spray
1617,Divine Concealer,Laura Mercier,Cc Cream,Daily,39.28,1.3,1109,200Ml,Dry,Female,Compact,Glycerin,False,Uk,200.0,0.19640000000000002,9.115749882598294,0,2,Cc Cream Glycerin Dry Compact
1618,Magic Eye Shadow,Hourglass,Foundation,Occasional,17.72,4.0,7243,150Ml,Oily,Unisex,Jar,Vitamin C,False,Usa,150.0,0.11813333333333333,35.55171527601322,2,3,Foundation Vitamin C Oily Jar
1619,Ultra Primer,Kylie Cosmetics,Eye Shadow,Daily,138.32,3.4,4612,50Ml,Combination,Female,Bottle,Retinol,False,Italy,50.0,2.7664,28.68455452409659,0,1,Eye Shadow Retinol Combination Bottle
1620,Ultra Moisturizer,Rare Beauty,Bb Cream,Occasional,104.59,1.8,2307,250Ml,Sensitive,Unisex,Spray,Glycerin,True,Usa,250.0,0.41836,13.939445929730383,2,1,Bb Cream Glycerin Sensitive Spray
1621,Ultra Lip Gloss,Rms Beauty,Lipstick,Daily,139.83,5.0,3681,100Ml,Sensitive,Female,Jar,Retinol,True,Germany,100.0,1.3983,41.05605680896511,0,0,Lipstick Retinol Sensitive Jar
1622,Ultra Contour,Urban Decay,Primer,Monthly,103.36,4.1,4794,200Ml,Oily,Female,Compact,Shea Butter,True,South Korea,200.0,0.5168,34.748848848001906,1,0,Primer Shea Butter Oily Compact
1623,Perfect Bronzer,Make Up For Ever,Moisturizer,Daily,80.95,4.0,319,100Ml,Oily,Unisex,Bottle,Hyaluronic Acid,False,Usa,100.0,0.8095,23.073283983175088,0,0,Moisturizer Hyaluronic Acid Oily Bottle
1624,Perfect Eyeliner,Colourpop,Makeup Remover,Daily,75.27,1.1,8061,150Ml,Oily,Female,Compact,Glycerin,True,France,150.0,0.5018,9.894408638044823,0,2,Makeup Remover Glycerin Oily Compact
1625,Super Eye Shadow,Kvd Beauty,Lip Gloss,Monthly,23.01,5.0,2583,30Ml,Combination,Female,Compact,Hyaluronic Acid,True,France,30.0,0.767,39.28546932451246,1,0,Lip Gloss Hyaluronic Acid Combination Compact
1626,Magic Face Oil,Shiseido,Moisturizer,Monthly,75.32,4.6,7639,30Ml,Sensitive,Unisex,Tube,Aloe Vera,False,France,30.0,2.5106666666666664,41.1293032579386,1,3,Moisturizer Aloe Vera Sensitive Tube
1627,Perfect Makeup Remover,Patrick Ta,Eye Shadow,Weekly,69.69,1.1,9546,50Ml,Dry,Female,Compact,Hyaluronic Acid,False,Usa,50.0,1.3938,10.080380472797838,3,2,Eye Shadow Hyaluronic Acid Dry Compact
1628,Perfect Bronzer,Glossier,Cleanser,Weekly,68.13,2.7,2491,150Ml,Normal,Unisex,Bottle,Retinol,False,Japan,150.0,0.4542,21.11627037574983,3,2,Cleanser Retinol Normal Bottle
1629,Super Moisturizer,Charlotte Tilbury,Lipstick,Occasional,12.22,4.3,7544,30Ml,Combination,Female,Bottle,Aloe Vera,False,Italy,30.0,0.4073333333333334,38.39315359616838,2,3,Lipstick Aloe Vera Combination Bottle
1630,Super Cc Cream,Drunk Elephant,Lipstick,Daily,123.04,2.7,9032,30Ml,Dry,Unisex,Tube,Hyaluronic Acid,False,Germany,30.0,4.101333333333334,24.59332750630458,0,3,Lipstick Hyaluronic Acid Dry Tube
1631,Magic Makeup Remover,Huda Beauty,Cc Cream,Occasional,135.29,1.7,9471,100Ml,Oily,Male,Bottle,Salicylic Acid,False,Japan,100.0,1.3529,15.565362107110438,2,1,Cc Cream Salicylic Acid Oily Bottle
1632,Magic Powder,Hourglass,Setting Spray,Daily,91.71,3.9,3430,30Ml,Oily,Female,Jar,Salicylic Acid,True,Germany,30.0,3.057,31.748367467147954,0,0,Setting Spray Salicylic Acid Oily Jar
1633,Divine Mascara,Bourjois,Makeup Remover,Occasional,100.11,4.6,852,30Ml,Combination,Male,Tube,Retinol,True,South Korea,30.0,3.337,31.044293918461722,2,0,Makeup Remover Retinol Combination Tube
1634,Perfect Bronzer,Kiehl’S,Primer,Monthly,54.13,1.3,3681,30Ml,Dry,Male,Tube,Salicylic Acid,True,Germany,30.0,1.8043333333333333,10.67457477033093,1,2,Primer Salicylic Acid Dry Tube
1635,Perfect Powder,Pat Mcgrath Labs,Exfoliator,Occasional,142.4,1.0,2037,50Ml,Combination,Male,Stick,Hyaluronic Acid,False,Germany,50.0,2.8480000000000003,7.61972421378267,2,1,Exfoliator Hyaluronic Acid Combination Stick
1636,Ultra Mascara,Drunk Elephant,Face Oil,Daily,141.69,3.7,3808,50Ml,Dry,Female,Bottle,Hyaluronic Acid,False,Germany,50.0,2.8338,30.506951275970838,0,0,Face Oil Hyaluronic Acid Dry Bottle
1637,Ultra Primer,Nars,Eye Shadow,Weekly,13.11,3.3,3599,150Ml,Sensitive,Female,Stick,Retinol,True,Usa,150.0,0.08739999999999999,27.02267411066586,3,2,Eye Shadow Retinol Sensitive Stick
1638,Ultra Lipstick,Hourglass,Setting Spray,Monthly,35.04,3.0,7248,100Ml,Combination,Female,Jar,Glycerin,False,Australia,100.0,0.3504,26.66585642190263,1,2,Setting Spray Glycerin Combination Jar
1639,Divine Powder,Anastasia Beverly Hills,Powder,Daily,49.61,2.0,7882,250Ml,Normal,Male,Bottle,Aloe Vera,True,Japan,250.0,0.19844,17.944927642119815,0,2,Powder Aloe Vera Normal Bottle
1640,Perfect Face Mask,Yves Saint Laurent,Bronzer,Occasional,70.82,3.6,3462,50Ml,Oily,Male,Bottle,Salicylic Acid,True,South Korea,50.0,1.4163999999999999,29.339605959848722,2,0,Bronzer Salicylic Acid Oily Bottle
1641,Ultra Powder,Fenty Beauty,Cleanser,Occasional,73.14,3.0,7172,150Ml,Combination,Male,Bottle,Vitamin C,False,Usa,150.0,0.4876,26.634237768379307,2,3,Cleanser Vitamin C Combination Bottle
1642,Super Cleanser,Tatcha,Lipstick,Monthly,70.57,2.0,7430,250Ml,Dry,Unisex,Spray,Shea Butter,False,Usa,250.0,0.28228,17.82683143631494,1,2,Lipstick Shea Butter Dry Spray
1643,Perfect Primer,Kiehl’S,Face Mask,Occasional,139.45,1.0,6260,250Ml,Sensitive,Unisex,Compact,Salicylic Acid,False,Usa,250.0,0.5578,8.74209519574531,2,1,Face Mask Salicylic Acid Sensitive Compact
1644,Ultra Cleanser,Shiseido,Lipstick,Weekly,81.76,1.2,8055,150Ml,Combination,Female,Compact,Hyaluronic Acid,True,France,150.0,0.5450666666666667,10.793006921278078,3,2,Lipstick Hyaluronic Acid Combination Compact
1645,Divine Lip Gloss,Nars,Cleanser,Weekly,122.28,3.6,566,150Ml,Normal,Female,Jar,Salicylic Acid,True,Italy,150.0,0.8152,22.825293493419906,3,0,Cleanser Salicylic Acid Normal Jar
1646,Ultra Lip Gloss,Huda Beauty,Serum,Daily,96.0,2.7,9912,250Ml,Combination,Unisex,Stick,Retinol,False,Usa,250.0,0.384,24.844326226288825,0,3,Serum Retinol Combination Stick
1647,Ultra Cc Cream,Sisley,Lip Gloss,Daily,121.81,4.8,9696,50Ml,Sensitive,Male,Tube,Vitamin C,False,Germany,50.0,2.4362,44.06194482386182,0,3,Lip Gloss Vitamin C Sensitive Tube
1648,Magic Makeup Remover,Make Up For Ever,Highlighter,Weekly,100.44,4.6,4545,150Ml,Combination,Unisex,Bottle,Retinol,True,Uk,150.0,0.6696,38.741213820297446,3,0,Highlighter Retinol Combination Bottle
1649,Super Setting Spray,Anastasia Beverly Hills,Bronzer,Daily,109.73,3.9,259,30Ml,Oily,Male,Tube,Glycerin,True,France,30.0,3.6576666666666666,21.686658360960557,0,0,Bronzer Glycerin Oily Tube
1650,Perfect Face Oil,Bite Beauty,Serum,Monthly,116.08,3.7,2699,50Ml,Normal,Unisex,Compact,Salicylic Acid,False,France,50.0,2.3216,29.233726092371956,1,0,Serum Salicylic Acid Normal Compact
1651,Divine Lipstick,Morphe,Makeup Remover,Daily,117.03,1.6,1463,250Ml,Combination,Male,Stick,Vitamin C,False,Japan,250.0,0.46812,11.66228431123401,0,1,Makeup Remover Vitamin C Combination Stick
1652,Ultra Eyeliner,Tatcha,Primer,Monthly,35.8,3.0,1519,150Ml,Oily,Unisex,Jar,Aloe Vera,False,Italy,150.0,0.23866666666666664,21.979396841520966,1,0,Primer Aloe Vera Oily Jar
1653,Magic Mascara,Bourjois,Makeup Remover,Weekly,76.03,4.3,891,100Ml,Combination,Female,Stick,Hyaluronic Acid,True,Uk,100.0,0.7603,29.21190437009404,3,0,Makeup Remover Hyaluronic Acid Combination Stick
1654,Super Moisturizer,Bourjois,Mascara,Weekly,98.06,4.7,7277,50Ml,Normal,Unisex,Compact,Hyaluronic Acid,False,Italy,50.0,1.9612,41.7952734774089,3,3,Mascara Hyaluronic Acid Normal Compact
1655,Divine Lip Gloss,Urban Decay,Concealer,Monthly,73.61,3.1,8676,30Ml,Oily,Male,Compact,Shea Butter,True,France,30.0,2.4536666666666664,28.11213648995982,1,3,Concealer Shea Butter Oily Compact
1656,Super Moisturizer,Charlotte Tilbury,Serum,Daily,76.2,2.0,3048,100Ml,Oily,Male,Tube,Glycerin,True,Uk,100.0,0.762,16.04513789397651,0,2,Serum Glycerin Oily Tube
1657,Divine Makeup Remover,Nars,Bronzer,Occasional,17.46,3.7,1451,100Ml,Sensitive,Female,Jar,Retinol,False,Uk,100.0,0.1746,26.938579622923545,2,0,Bronzer Retinol Sensitive Jar
1658,Divine Mascara,Hourglass,Lip Gloss,Monthly,42.39,1.1,9958,30Ml,Oily,Female,Tube,Shea Butter,False,Germany,30.0,1.413,10.126855138324805,1,2,Lip Gloss Shea Butter Oily Tube
1659,Divine Eyeliner,Urban Decay,Foundation,Weekly,140.93,1.5,7590,100Ml,Sensitive,Male,Spray,Hyaluronic Acid,True,Australia,100.0,1.4093,13.402077921025153,3,1,Foundation Hyaluronic Acid Sensitive Spray
1660,Ultra Lipstick,Ilia Beauty,Foundation,Weekly,124.37,2.8,8479,30Ml,Normal,Unisex,Stick,Salicylic Acid,True,Usa,30.0,4.145666666666667,25.327304040600655,3,1,Foundation Salicylic Acid Normal Stick
1661,Ultra Mascara,Anastasia Beverly Hills,Blush,Monthly,13.84,1.9,7371,250Ml,Normal,Unisex,Bottle,Shea Butter,True,Germany,250.0,0.05536,16.920344205700456,1,2,Blush Shea Butter Normal Bottle
1662,Divine Foundation,Too Faced,Powder,Monthly,147.66,3.3,5008,30Ml,Normal,Female,Bottle,Aloe Vera,False,Germany,30.0,4.922,28.112672192080137,1,1,Powder Aloe Vera Normal Bottle
1663,Perfect Cleanser,Tarte,Moisturizer,Monthly,84.18,3.9,6049,200Ml,Sensitive,Female,Stick,Glycerin,False,Usa,200.0,0.42090000000000005,33.960472848997064,1,3,Moisturizer Glycerin Sensitive Stick
1664,Magic Mascara,Anastasia Beverly Hills,Bronzer,Weekly,113.48,2.9,9905,250Ml,Dry,Unisex,Compact,Salicylic Acid,False,South Korea,250.0,0.45392,26.68259814812973,3,3,Bronzer Salicylic Acid Dry Compact
1665,Ultra Eye Shadow,Yves Saint Laurent,Face Oil,Monthly,135.26,3.6,4804,50Ml,Sensitive,Male,Spray,Hyaluronic Acid,False,France,50.0,2.7051999999999996,30.51868435705581,1,1,Face Oil Hyaluronic Acid Sensitive Spray
1666,Ultra Powder,Urban Decay,Foundation,Weekly,40.48,2.7,2719,100Ml,Combination,Female,Tube,Salicylic Acid,True,Uk,100.0,0.4048,21.352645330083117,3,2,Foundation Salicylic Acid Combination Tube
1667,Perfect Lip Liner,Kvd Beauty,Face Oil,Daily,15.93,2.2,3204,50Ml,Sensitive,Female,Compact,Hyaluronic Acid,False,Germany,50.0,0.3186,17.759428212580495,0,2,Face Oil Hyaluronic Acid Sensitive Compact
1668,Perfect Face Oil,Danessa Myricks,Blush,Daily,149.26,1.8,9921,30Ml,Oily,Male,Compact,Aloe Vera,True,France,30.0,4.975333333333333,16.56451762714979,0,1,Blush Aloe Vera Oily Compact
1669,Perfect Concealer,Pat Mcgrath Labs,Foundation,Daily,35.06,2.0,6214,50Ml,Oily,Male,Spray,Vitamin C,False,Usa,50.0,0.7012,17.469442007889622,0,2,Foundation Vitamin C Oily Spray
1670,Perfect Eye Shadow,Kiehl’S,Primer,Monthly,18.26,3.4,9601,100Ml,Oily,Unisex,Compact,Shea Butter,False,South Korea,100.0,0.1826,31.177070742909013,1,3,Primer Shea Butter Oily Compact
1671,Divine Serum,E.L.F.,Blush,Monthly,68.71,3.2,8166,100Ml,Dry,Unisex,Stick,Salicylic Acid,False,France,100.0,0.6870999999999999,28.825142154746484,1,3,Blush Salicylic Acid Dry Stick
1672,Super Concealer,Morphe,Face Mask,Monthly,13.46,3.1,2723,250Ml,Combination,Female,Jar,Aloe Vera,True,Germany,250.0,0.053840000000000006,24.52055566853515,1,2,Face Mask Aloe Vera Combination Jar
1673,Magic Mascara,Rms Beauty,Face Oil,Occasional,128.11,1.2,2687,100Ml,Dry,Male,Compact,Hyaluronic Acid,True,South Korea,100.0,1.2811000000000001,9.475863241971648,2,1,Face Oil Hyaluronic Acid Dry Compact
1674,Divine Eye Shadow,Farsali,Blush,Occasional,65.59,4.1,8094,30Ml,Combination,Female,Stick,Aloe Vera,False,Italy,30.0,2.1863333333333332,36.89590765105811,2,3,Blush Aloe Vera Combination Stick
1675,Perfect Moisturizer,Tarte,Powder,Weekly,142.03,3.4,2606,200Ml,Oily,Female,Stick,Salicylic Acid,True,Australia,200.0,0.7101500000000001,26.744248407373906,3,1,Powder Salicylic Acid Oily Stick
1676,Magic Setting Spray,Patrick Ta,Eyeliner,Monthly,27.23,3.7,1339,250Ml,Oily,Unisex,Stick,Shea Butter,False,France,250.0,0.10892,26.641572103896344,1,0,Eyeliner Shea Butter Oily Stick
1677,Divine Primer,Bite Beauty,Foundation,Occasional,25.95,4.6,7405,250Ml,Oily,Male,Tube,Retinol,False,Australia,250.0,0.1038,40.98621050277836,2,3,Foundation Retinol Oily Tube
1678,Perfect Lipstick,Laura Mercier,Foundation,Weekly,26.64,3.1,9966,200Ml,Dry,Unisex,Spray,Retinol,False,Uk,200.0,0.1332,28.541808236399117,3,3,Foundation Retinol Dry Spray
1679,Perfect Exfoliator,Kylie Cosmetics,Blush,Monthly,61.58,2.5,3998,30Ml,Dry,Unisex,Tube,Shea Butter,False,France,30.0,2.0526666666666666,20.734499022117046,1,2,Blush Shea Butter Dry Tube
1680,Ultra Face Mask,Patrick Ta,Powder,Monthly,101.99,2.4,2819,200Ml,Dry,Male,Jar,Aloe Vera,True,Japan,200.0,0.50995,19.06678119343718,1,1,Powder Aloe Vera Dry Jar
1681,Ultra Lip Gloss,Urban Decay,Lipstick,Weekly,40.46,2.6,5295,200Ml,Combination,Unisex,Compact,Vitamin C,True,Uk,200.0,0.2023,22.294238453803796,3,2,Lipstick Vitamin C Combination Compact
1682,Magic Makeup Remover,It Cosmetics,Contour,Occasional,118.24,4.5,1426,200Ml,Oily,Male,Stick,Shea Butter,False,Italy,200.0,0.5912,32.68498327864577,2,0,Contour Shea Butter Oily Stick
1683,Ultra Setting Spray,Colourpop,Serum,Occasional,59.8,1.5,7416,50Ml,Dry,Male,Bottle,Vitamin C,True,Germany,50.0,1.196,13.367294912604837,2,2,Serum Vitamin C Dry Bottle
1684,Perfect Face Mask,Huda Beauty,Moisturizer,Daily,49.66,1.3,7006,150Ml,Sensitive,Unisex,Compact,Retinol,True,South Korea,150.0,0.3310666666666666,11.511064406881694,0,2,Moisturizer Retinol Sensitive Compact
1685,Ultra Lipstick,Ilia Beauty,Moisturizer,Weekly,128.34,1.7,826,150Ml,Combination,Male,Compact,Salicylic Acid,True,South Korea,150.0,0.8556,11.420267981540274,3,1,Moisturizer Salicylic Acid Combination Compact
1686,Perfect Lip Gloss,Make Up For Ever,Serum,Weekly,135.1,3.1,3813,100Ml,Oily,Male,Jar,Vitamin C,False,Usa,100.0,1.351,25.56394473709713,3,1,Serum Vitamin C Oily Jar
1687,Ultra Bronzer,Bite Beauty,Primer,Weekly,142.08,1.5,4569,50Ml,Sensitive,Female,Compact,Vitamin C,True,Japan,50.0,2.8416,12.640902725832376,3,1,Primer Vitamin C Sensitive Compact
1688,Ultra Makeup Remover,Kylie Cosmetics,Cc Cream,Occasional,43.04,1.3,8547,30Ml,Combination,Female,Jar,Hyaluronic Acid,True,Italy,30.0,1.4346666666666665,11.76948840137075,2,2,Cc Cream Hyaluronic Acid Combination Jar
1689,Magic Foundation,Anastasia Beverly Hills,Blush,Weekly,109.49,1.2,2413,30Ml,Sensitive,Male,Tube,Retinol,True,France,30.0,3.6496666666666666,9.346848481988973,3,1,Blush Retinol Sensitive Tube
1690,Super Eyeliner,Tatcha,Bb Cream,Monthly,12.27,3.8,2014,200Ml,Oily,Unisex,Bottle,Hyaluronic Acid,True,France,200.0,0.061349999999999995,28.911823002646976,1,0,Bb Cream Hyaluronic Acid Oily Bottle
1691,Perfect Face Mask,Danessa Myricks,Face Oil,Occasional,35.39,2.5,2951,50Ml,Normal,Female,Spray,Vitamin C,False,Japan,50.0,0.7078,19.97559546430091,2,2,Face Oil Vitamin C Normal Spray
1692,Super Contour,Farsali,Face Oil,Monthly,106.94,4.3,1793,30Ml,Combination,Female,Jar,Salicylic Acid,False,Australia,30.0,3.5646666666666667,32.21647308326059,1,0,Face Oil Salicylic Acid Combination Jar
1693,Divine Primer,Bourjois,Contour,Occasional,138.9,2.8,2055,150Ml,Oily,Male,Jar,Glycerin,True,Usa,150.0,0.926,21.359849354410155,2,1,Contour Glycerin Oily Jar
1694,Perfect Face Mask,Tatcha,Lip Gloss,Occasional,120.33,4.2,8708,150Ml,Sensitive,Unisex,Tube,Hyaluronic Acid,True,Australia,150.0,0.8022,38.10287146130951,2,3,Lip Gloss Hyaluronic Acid Sensitive Tube
1695,Magic Setting Spray,Clinique,Blush,Occasional,29.36,1.7,6206,50Ml,Oily,Unisex,Jar,Shea Butter,True,Usa,50.0,0.5871999999999999,14.846836042903208,2,2,Blush Shea Butter Oily Jar
1696,Ultra Lipstick,Patrick Ta,Primer,Weekly,132.97,2.7,8462,30Ml,Dry,Male,Spray,Salicylic Acid,False,France,30.0,4.432333333333333,24.417339299109287,3,1,Primer Salicylic Acid Dry Spray
1697,Magic Cc Cream,E.L.F.,Lip Liner,Weekly,146.01,3.0,3003,50Ml,Oily,Male,Stick,Retinol,False,Uk,50.0,2.9202,24.02310003865208,3,1,Lip Liner Retinol Oily Stick
1698,Ultra Bronzer,Natasha Denona,Moisturizer,Daily,135.94,2.6,4745,30Ml,Sensitive,Unisex,Jar,Hyaluronic Acid,True,Australia,30.0,4.531333333333333,22.009149336188845,0,1,Moisturizer Hyaluronic Acid Sensitive Jar
1699,Divine Lip Liner,Hourglass,Lip Gloss,Occasional,118.22,1.2,9613,100Ml,Oily,Female,Bottle,Retinol,True,France,100.0,1.1822,11.005170778144686,2,1,Lip Gloss Retinol Oily Bottle
1700,Divine Setting Spray,Danessa Myricks,Powder,Occasional,137.98,3.8,1245,50Ml,Oily,Male,Tube,Shea Butter,True,Usa,50.0,2.7596,27.085236057520113,2,0,Powder Shea Butter Oily Tube
1701,Perfect Serum,Yves Saint Laurent,Cc Cream,Daily,106.05,4.2,1315,150Ml,Normal,Unisex,Spray,Retinol,False,Italy,150.0,0.707,30.165878869918103,0,0,Cc Cream Retinol Normal Spray
1702,Divine Primer,Make Up For Ever,Makeup Remover,Monthly,105.06,1.0,9063,30Ml,Oily,Male,Tube,Hyaluronic Acid,False,Italy,30.0,3.5020000000000002,9.112065802707843,1,1,Makeup Remover Hyaluronic Acid Oily Tube
1703,Ultra Contour,Morphe,Setting Spray,Weekly,39.77,4.5,8736,30Ml,Combination,Unisex,Spray,Shea Butter,True,Germany,30.0,1.3256666666666668,40.83894972134143,3,3,Setting Spray Shea Butter Combination Spray
1704,Magic Face Oil,Kvd Beauty,Lip Gloss,Monthly,30.27,2.2,3226,30Ml,Combination,Male,Bottle,Salicylic Acid,False,Usa,30.0,1.009,17.774478022514316,1,2,Lip Gloss Salicylic Acid Combination Bottle
1705,Magic Face Oil,Bite Beauty,Contour,Monthly,40.18,1.9,5040,100Ml,Oily,Unisex,Jar,Glycerin,True,Italy,100.0,0.4018,16.198183532757,1,2,Contour Glycerin Oily Jar
1706,Super Highlighter,Ilia Beauty,Eyeliner,Monthly,46.39,1.9,433,100Ml,Sensitive,Male,Tube,Salicylic Acid,False,Germany,100.0,0.4639,11.53878461479077,1,2,Eyeliner Salicylic Acid Sensitive Tube
1707,Magic Powder,It Cosmetics,Eyeliner,Daily,82.07,4.9,7012,30Ml,Sensitive,Male,Spray,Hyaluronic Acid,True,Japan,30.0,2.7356666666666665,43.39205215783086,0,3,Eyeliner Hyaluronic Acid Sensitive Spray
1708,Ultra Blush,Pat Mcgrath Labs,Face Oil,Monthly,63.5,1.8,874,50Ml,Oily,Male,Spray,Aloe Vera,False,Usa,50.0,1.27,12.193602995443706,1,2,Face Oil Aloe Vera Oily Spray
1709,Ultra Makeup Remover,Patrick Ta,Cleanser,Occasional,19.79,3.9,6795,50Ml,Normal,Unisex,Spray,Hyaluronic Acid,True,France,50.0,0.3958,34.41394898288811,2,3,Cleanser Hyaluronic Acid Normal Spray
1710,Magic Moisturizer,Glossier,Makeup Remover,Occasional,57.6,3.0,2049,150Ml,Combination,Female,Compact,Retinol,True,Uk,150.0,0.384,22.87678521639736,2,0,Makeup Remover Retinol Combination Compact
1711,Magic Bb Cream,Laura Mercier,Exfoliator,Occasional,112.82,4.3,9788,30Ml,Oily,Female,Jar,Glycerin,True,Usa,30.0,3.7606666666666664,39.51276271662415,2,3,Exfoliator Glycerin Oily Jar
